Explained node,Nodes with nonzero weights,Node weights,Edges with nonzero weights,Edge weights
40,"[40, 48, 101, 193, 214, 547, 756, 792, 970, 1274, 1276, 1392, 1396, 1398, 1404, 1428, 1475, 1523, 1714, 1801, 1834, 1923, 1956, 1997, 2002, 2003, 2092, 2101, 2163, 2164, 2177, 2233, 2235, 2238, 2240, 2245, 2249, 2255, 2257, 2258, 2263, 2264, 2280, 2316, 2521, 2526, 2560, 2572, 2574, 2586, 2730, 2746, 2769, 2819, 2934, 2943, 3049, 3159, 3197, 3237, 3543, 4018]","[0.7324374914169312, 0.23801304399967194, 0.26723620295524597, 0.29488441348075867, 0.28934845328330994, 0.25073397159576416, 0.2718368470668793, 0.25956714153289795, 0.7332691550254822, 0.32598546147346497, 0.2637358605861664, 0.30103906989097595, 0.2506728768348694, 0.29175493121147156, 0.2684655785560608, 0.3016377389431, 0.2629601061344147, 0.7215089797973633, 0.2609097957611084, 0.3123207986354828, 0.27148526906967163, 0.2865096628665924, 0.2834097146987915, 0.26169678568840027, 0.2971293330192566, 0.2598632574081421, 0.2826991379261017, 0.7390750050544739, 0.25732672214508057, 0.29654383659362793, 0.272167444229126, 0.2883932590484619, 0.2851104140281677, 0.2929133474826813, 0.29256099462509155, 0.274843692779541, 0.2675950229167938, 0.25152716040611267, 0.25671133399009705, 0.3298838138580322, 0.2994994819164276, 0.2774726450443268, 0.25766023993492126, 0.2851395308971405, 0.3116561770439148, 0.30206894874572754, 0.2661744952201843, 0.2601044178009033, 0.2519403398036957, 0.28798624873161316, 0.28810495138168335, 0.257807195186615, 0.24535925686359406, 0.7456865310668945, 0.2698778808116913, 0.30491265654563904, 0.27429473400115967, 0.29044997692108154, 0.7071806192398071, 0.2967512607574463, 0.2926097512245178, 0.26903238892555237]","[67, 68, 69, 70, 71, 100, 244, 513, 581, 1273, 1621, 1623, 1681, 1911, 1916, 1917, 2487, 2490, 2750, 2767, 2779, 2814, 2866, 2873, 2994, 3137, 3144, 3441, 3621, 3734, 3919, 3997, 4104, 4116, 4134, 4350, 4393, 4399, 4400, 4508, 4510, 4520, 4521, 4547, 4548, 4656, 4660, 4689, 4701, 4716, 4727, 4742, 4752, 4758, 4760, 4767, 4774, 4815, 4968, 5414, 5423, 5470, 5485, 5488, 5508, 5730, 5761, 5790, 5854, 5856, 5984, 6002, 6109, 6272, 6326, 6327, 6388, 6636, 7044]","[0.2294568121433258, 0.23694467544555664, 0.22989748418331146, 0.7783997058868408, 0.7540889978408813, 0.2298787385225296, 0.23123808205127716, 0.2253338098526001, 0.23563076555728912, 0.22782939672470093, 0.22923339903354645, 0.2271747589111328, 0.23775522410869598, 0.23404642939567566, 0.235296368598938, 0.7266188263893127, 0.23906810581684113, 0.24408477544784546, 0.22676482796669006, 0.23392683267593384, 0.22859938442707062, 0.22862929105758667, 0.7646666765213013, 0.22833481431007385, 0.22631464898586273, 0.7163509726524353, 0.2319049835205078, 0.239578977227211, 0.7723787426948547, 0.23422637581825256, 0.23122988641262054, 0.23793351650238037, 0.7853831648826599, 0.7596663236618042, 0.22833754122257233, 0.2383348047733307, 0.2356267124414444, 0.7167978286743164, 0.7753557562828064, 0.2309141904115677, 0.23516826331615448, 0.2310221940279007, 0.224234476685524, 0.22719621658325195, 0.23207823932170868, 0.3181575536727905, 0.233623668551445, 0.2376474291086197, 0.22563835978507996, 0.755089521408081, 0.2320088893175125, 0.22960330545902252, 0.23557013273239136, 0.23079171776771545, 0.23021754622459412, 0.7666662931442261, 0.23076757788658142, 0.770283579826355, 0.22602327167987823, 0.22703565657138824, 0.775166392326355, 0.2285313755273819, 0.22367261350154877, 0.2382502406835556, 0.23282887041568756, 0.7753646373748779, 0.7735919952392578, 0.2336026281118393, 0.7745562195777893, 0.7740647196769714, 0.22565217316150665, 0.7645050287246704, 0.24589189887046814, 0.7557169795036316, 0.2337794005870819, 0.7385354042053223, 0.773389458656311, 0.23988322913646698, 0.2510101795196533]"
41,[41],[0.5714191794395447],[],[]
42,"[24, 42, 96, 123, 141, 161, 163, 248, 515, 550, 647, 677, 691, 838, 876, 895, 974, 1013, 1015, 1062, 1063, 1070, 1078, 1116, 1175, 1242, 1437, 1493, 1509, 1800, 1806, 1825, 1833, 1843, 1872, 1877, 1888, 1935, 1981, 2013, 2115, 2118, 2179, 2180, 2235, 2321, 2375, 2452, 2480, 2556, 2647, 2764, 2890, 2891, 3060, 3083, 3095, 3111, 3115, 3131, 3153, 3206, 3335, 3593]","[0.7419250011444092, 0.6881107091903687, 0.2761377692222595, 0.2634437084197998, 0.274770587682724, 0.27327248454093933, 0.3631555736064911, 0.29822129011154175, 0.28441375494003296, 0.28370344638824463, 0.3176615238189697, 0.2675822973251343, 0.2598772644996643, 0.26926666498184204, 0.2793486416339874, 0.5498888492584229, 0.3102664053440094, 0.26518115401268005, 0.3129138648509979, 0.681236207485199, 0.24708415567874908, 0.28888705372810364, 0.26617109775543213, 0.30952325463294983, 0.285584032535553, 0.2551763355731964, 0.28389978408813477, 0.25530868768692017, 0.21994298696517944, 0.25645682215690613, 0.31045791506767273, 0.2701992690563202, 0.25641727447509766, 0.2802521586418152, 0.2606995701789856, 0.2453320324420929, 0.7409244179725647, 0.26354333758354187, 0.278764933347702, 0.2930853068828583, 0.26268017292022705, 0.2661520540714264, 0.24850063025951385, 0.28122007846832275, 0.2910466194152832, 0.27569714188575745, 0.2523675560951233, 0.2847204804420471, 0.29156243801116943, 0.2662442624568939, 0.27125218510627747, 0.2806837856769562, 0.2656785249710083, 0.29168352484703064, 0.31415843963623047, 0.2717059254646301, 0.27175408601760864, 0.287262886762619, 0.2852746546268463, 0.2689315378665924, 0.299850732088089, 0.25266537070274353, 0.7547173500061035, 0.2711774706840515]","[43, 44, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 234, 295, 331, 440, 442, 443, 444, 662, 1213, 1300, 1305, 1462, 1464, 1465, 1499, 1521, 1745, 1801, 1829, 1831, 1833, 1834, 1933, 2028, 2083, 2171, 2172, 2173, 2174, 2176, 2177, 2179, 2199, 2207, 2243, 2328, 2449, 2892, 3073, 3118, 3607, 3643, 3707, 3730, 3756, 3813, 3823, 3848, 3849, 3964, 4062, 4162, 4425, 4432, 4568, 4571, 4661, 4984, 5098, 5101, 5293, 5344, 5345, 5455, 5596, 5779, 5923, 5925, 6121, 6150, 6171, 6187, 6189, 6213, 6261, 6342, 6486, 6487, 6683, 6684]","[0.7460917234420776, 0.7543291449546814, 0.692253828048706, 0.24481256306171417, 0.2417551875114441, 0.23725110292434692, 0.2399015873670578, 0.2361733466386795, 0.23740212619304657, 0.23807130753993988, 0.23848220705986023, 0.23259811103343964, 0.23800672590732574, 0.23513272404670715, 0.23971588909626007, 0.23540008068084717, 0.2532018721103668, 0.24003300070762634, 0.2365877628326416, 0.24872420728206635, 0.21879857778549194, 0.23619337379932404, 0.23321470618247986, 0.24247576296329498, 0.2557881474494934, 0.23505517840385437, 0.2299450784921646, 0.23243199288845062, 0.23805859684944153, 0.7709364891052246, 0.23867905139923096, 0.24031683802604675, 0.24307562410831451, 0.23972105979919434, 0.7569856643676758, 0.2396024465560913, 0.2467876672744751, 0.2332237809896469, 0.23361213505268097, 0.24041946232318878, 0.23670977354049683, 0.7651877999305725, 0.2382424771785736, 0.23646262288093567, 0.24198099970817566, 0.25358954071998596, 0.2356557548046112, 0.2313329428434372, 0.23497611284255981, 0.22785845398902893, 0.2323238104581833, 0.2415059506893158, 0.23201435804367065, 0.2457047551870346, 0.24081534147262573, 0.24313542246818542, 0.23971152305603027, 0.24064208567142487, 0.2372986525297165, 0.23763509094715118, 0.2693583071231842, 0.2378486543893814, 0.23026709258556366, 0.758239209651947, 0.6961126327514648, 0.24461711943149567, 0.24749530851840973, 0.24337966740131378, 0.23152948915958405, 0.22826218605041504, 0.2403281033039093, 0.24959932267665863, 0.2367076873779297, 0.24467237293720245, 0.24031908810138702, 0.22904454171657562, 0.23998619616031647, 0.7644819617271423, 0.2282843440771103, 0.2512989640235901, 0.23323743045330048, 0.24099278450012207, 0.2430889904499054, 0.23963165283203125, 0.2403150498867035, 0.23668716847896576, 0.237605020403862, 0.24437816441059113, 0.23162522912025452, 0.24148395657539368, 0.23714987933635712, 0.23905232548713684, 0.7738664150238037, 0.7488481998443604, 0.23739369213581085, 0.2401895374059677]"
43,"[43, 493, 1012, 1056, 1057]","[0.3193899989128113, 0.2708243727684021, 0.2766369879245758, 0.7176447510719299, 0.7544402480125427]","[86, 87, 88, 1191, 2018, 2165, 2166, 2167, 2168]","[0.7673575282096863, 0.7667922973632812, 0.21437928080558777, 0.2130579948425293, 0.7398064732551575, 0.7597728967666626, 0.7260429263114929, 0.7625331282615662, 0.7302536368370056]"
44,[44],[0.648276686668396],[],[]
45,"[45, 1369, 1835, 2129, 2300, 2535]","[0.3964501619338989, 0.2721102833747864, 0.7079945802688599, 0.2926521599292755, 0.29279786348342896, 0.6615641117095947]","[89, 90, 91, 2712, 2714, 3735, 3736, 4446, 4917, 5434]","[0.7843104600906372, 0.7782115936279297, 0.7767218947410583, 0.741972029209137, 0.7780166268348694, 0.7772161960601807, 0.7429194450378418, 0.7841906547546387, 0.7919668555259705, 0.7344013452529907]"
46,"[46, 3359]","[0.6578207612037659, 0.6164276003837585]","[92, 6507]","[0.7675002813339233, 0.7460330724716187]"
47,"[47, 165, 542, 545, 546, 1654, 1878, 2025, 2249, 2407, 2732, 2956, 2963, 3234]","[0.749708890914917, 0.2939571738243103, 0.7408955693244934, 0.268196702003479, 0.26175129413604736, 0.7277091145515442, 0.2850656509399414, 0.27832967042922974, 0.28311923146247864, 0.2561100423336029, 0.2693163752555847, 0.26114919781684875, 0.2818763256072998, 0.24945248663425446]","[93, 94, 95, 96, 97, 98, 99, 450, 1265, 1267, 1268, 1269, 1270, 3345, 3825, 3826, 4203, 4730, 5149, 5150, 5741, 6025, 6036, 6378]","[0.7664825916290283, 0.21248756349086761, 0.2221430540084839, 0.781044602394104, 0.22066020965576172, 0.7684387564659119, 0.7868520021438599, 0.7349423170089722, 0.7393811941146851, 0.7630327343940735, 0.22051338851451874, 0.7562412619590759, 0.21896207332611084, 0.7371891736984253, 0.7477218508720398, 0.22446991503238678, 0.23220013082027435, 0.23661427199840546, 0.24260196089744568, 0.24428147077560425, 0.22524955868721008, 0.23094172775745392, 0.7647308707237244, 0.23681937158107758]"
48,"[40, 48, 101, 193, 970, 1274, 1398, 1428, 1523, 1834, 1956, 2002, 2101, 2233, 2235, 2240, 2245, 2257, 2258, 2263, 2526, 2572, 2730, 2746, 2943, 3049, 3158, 3159, 3237, 4018]","[0.2851566672325134, 0.7235790491104126, 0.2848801612854004, 0.2761940360069275, 0.2942693829536438, 0.29646655917167664, 0.2773266136646271, 0.2559967041015625, 0.7284110188484192, 0.27968767285346985, 0.2587464153766632, 0.28134414553642273, 0.29745298624038696, 0.30422618985176086, 0.2714161276817322, 0.2706780433654785, 0.27524662017822266, 0.2569066882133484, 0.7504054307937622, 0.2507646679878235, 0.27772384881973267, 0.2640966773033142, 0.25964784622192383, 0.7553121447563171, 0.27920955419540405, 0.3030675947666168, 0.3685277998447418, 0.7569215893745422, 0.25566309690475464, 0.24521635472774506]","[67, 100, 101, 102, 103, 244, 513, 1916, 2488, 2779, 2873, 3134, 3135, 3146, 3147, 3734, 3997, 4116, 4405, 4656, 4660, 4701, 4716, 4755, 4759, 4760, 4761, 4767, 5423, 5485, 5730, 5760, 5761, 6002, 6109, 6267, 6271, 6272, 6273, 6388, 7044]","[0.22004279494285583, 0.7827233076095581, 0.7612699866294861, 0.7739156484603882, 0.7558469176292419, 0.22604885697364807, 0.22335433959960938, 0.22301605343818665, 0.24214056134223938, 0.22207458317279816, 0.22121095657348633, 0.7207127809524536, 0.7717064619064331, 0.7808042764663696, 0.7771830558776855, 0.22498567402362823, 0.22132126986980438, 0.23445065319538116, 0.22541819512844086, 0.7894290685653687, 0.22626733779907227, 0.2236596941947937, 0.2233642041683197, 0.7820515036582947, 0.7387617230415344, 0.22338207066059113, 0.7711418867111206, 0.783825159072876, 0.7867597341537476, 0.21674013137817383, 0.22975115478038788, 0.7322195172309875, 0.7871457934379578, 0.7754912376403809, 0.234760582447052, 0.7480733394622803, 0.7330460548400879, 0.7737563252449036, 0.7709280252456665, 0.7881030440330505, 0.24013447761535645]"
49,"[49, 55, 1389, 1491, 2214, 2681, 2837, 3654, 4012]","[0.7416412830352783, 0.6889123916625977, 0.29566213488578796, 0.7207862734794617, 0.2615959048271179, 0.2708098590373993, 0.31656235456466675, 0.2877759039402008, 0.27481362223625183]","[104, 105, 116, 119, 2744, 3064, 3065, 4617, 5653, 5873, 6739, 7036]","[0.7734026908874512, 0.7755554914474487, 0.7294683456420898, 0.7858175039291382, 0.7894008755683899, 0.7283291220664978, 0.7810681462287903, 0.787506103515625, 0.7710593342781067, 0.7597008943557739, 0.7889279127120972, 0.7864685654640198]"
50,"[50, 204, 1471]","[0.28087133169174194, 0.29467475414276123, 0.7373420596122742]","[106, 107, 564, 565, 2987, 2988]","[0.791323184967041, 0.21786771714687347, 0.7611179351806641, 0.2202642261981964, 0.727476954460144, 0.7652917504310608]"
51,[51],[0.6239692568778992],[],[]
52,"[52, 269, 310, 337, 342, 396, 441, 442, 700, 832, 930, 938, 1324, 2114, 3383, 3384, 3391, 3427]","[0.2570566236972809, 0.27901843190193176, 0.2986184060573578, 0.2795511782169342, 0.3121345639228821, 0.2734474241733551, 0.2674514353275299, 0.29665306210517883, 0.29542651772499084, 0.24376772344112396, 0.719843864440918, 0.29104340076446533, 0.7554677128791809, 0.2851227819919586, 0.2769358456134796, 0.7352157831192017, 0.36229434609413147, 0.2994205355644226]","[108, 109, 110, 111, 112, 113, 705, 770, 771, 863, 871, 997, 1119, 1120, 1121, 1538, 1733, 1862, 1868, 2549, 2550, 2553, 4422, 6516, 6517, 6518, 6519, 6522, 6524, 6539]","[0.2226472645998001, 0.2219184935092926, 0.21952907741069794, 0.2212698608636856, 0.22358359396457672, 0.21604634821414948, 0.7795836925506592, 0.7724154591560364, 0.7769518494606018, 0.7808244824409485, 0.22182528674602509, 0.2196381390094757, 0.7475680112838745, 0.7851769924163818, 0.2161336988210678, 0.7304611206054688, 0.7783693671226501, 0.732895016670227, 0.7609351873397827, 0.7334808111190796, 0.7848581671714783, 0.7811993956565857, 0.785968005657196, 0.7430033683776855, 0.2204148918390274, 0.7415464520454407, 0.7701038718223572, 0.774674654006958, 0.75030916929245, 0.7567702531814575]"
53,"[53, 602, 959, 1242, 1983, 2078, 2139, 2971, 2998, 3020, 3030, 3918]","[0.28303733468055725, 0.2477773129940033, 0.28145262598991394, 0.26012593507766724, 0.297873854637146, 0.32559385895729065, 0.3502717614173889, 0.7353571653366089, 0.2940349876880646, 0.2723151445388794, 0.2694379687309265, 0.3316831886768341]","[114, 115, 1400, 1890, 2448, 4072, 4326, 4459, 6050, 6074, 6093, 6097, 6980]","[0.21282927691936493, 0.23277397453784943, 0.2703322172164917, 0.21710191667079926, 0.21938757598400116, 0.21370616555213928, 0.7579518556594849, 0.7529994249343872, 0.725546658039093, 0.22048506140708923, 0.7777862548828125, 0.22263284027576447, 0.7598471641540527]"
54,[54],[0.6674273014068604],[],[]
55,"[49, 55, 1389, 1491, 2214, 2681, 2837, 3654, 4012]","[0.7141574025154114, 0.7476271390914917, 0.7769601941108704, 0.3595324158668518, 0.27073803544044495, 0.26764050126075745, 0.2757376730442047, 0.30371996760368347, 0.28379639983177185]","[104, 105, 116, 117, 118, 119, 120, 121, 2744, 3064, 3065, 4617, 5653, 5873, 6739, 7036]","[0.7376563549041748, 0.7719495296478271, 0.7744699716567993, 0.7831090092658997, 0.7667556405067444, 0.7887714505195618, 0.769301176071167, 0.7663437128067017, 0.7509249448776245, 0.7618911266326904, 0.7367397546768188, 0.741073727607727, 0.7812123894691467, 0.7780320644378662, 0.7188721895217896, 0.7255795001983643]"
56,"[56, 755, 830, 1098, 1577, 1734, 1900, 2992, 3415]","[0.7246777415275574, 0.28257322311401367, 0.2681240439414978, 0.29580584168434143, 0.24071379005908966, 0.27516719698905945, 0.28772830963134766, 0.30574455857276917, 0.2819174528121948]","[122, 1618, 1719, 2224, 3278, 3483, 3859, 6067, 6532]","[0.21422529220581055, 0.7884988784790039, 0.7493187189102173, 0.7869089841842651, 0.7893514037132263, 0.7887347936630249, 0.7851465940475464, 0.7872138023376465, 0.7787187695503235]"
57,"[57, 2643, 2974, 3080, 3479]","[0.7201622128486633, 0.28022444248199463, 0.741731584072113, 0.7283990979194641, 0.2920580804347992]","[123, 124, 125, 5590, 6055, 6056, 6057, 6146, 6147, 6569, 6570]","[0.7702886462211609, 0.7558419704437256, 0.7680768966674805, 0.7829933166503906, 0.7408586740493774, 0.7584556937217712, 0.7671306133270264, 0.7387074828147888, 0.7677591443061829, 0.7509578466415405, 0.7723763585090637]"
58,[58],[0.29954975843429565],[],[]
59,[59],[0.30503687262535095],[],[]
60,"[60, 449, 527, 543, 771, 882, 905, 1207, 1736, 1803, 1905, 1909, 2202, 2208, 2217, 2219, 2220, 2298, 2889, 3291, 3617, 3664]","[0.6995326280593872, 0.2820364832878113, 0.7494965195655823, 0.27428144216537476, 0.2722766101360321, 0.2551182508468628, 0.2785206735134125, 0.2881526052951813, 0.2984122931957245, 0.27376416325569153, 0.7548750638961792, 0.7121000289916992, 0.7084468007087708, 0.28853294253349304, 0.26763319969177246, 0.27619653940200806, 0.249617800116539, 0.2996484637260437, 0.2651550769805908, 0.25978174805641174, 0.2838073670864105, 0.30756422877311707]","[126, 127, 128, 129, 1126, 1233, 1234, 1235, 1236, 1266, 1654, 1815, 1847, 2391, 3490, 3634, 3869, 3870, 3871, 3872, 3878, 3879, 3880, 3881, 4601, 4602, 4603, 4604, 4606, 4621, 4627, 4634, 4869, 5922, 6439, 6707, 6747]","[0.21622373163700104, 0.7587903738021851, 0.7552579641342163, 0.7609592080116272, 0.22778280079364777, 0.7297288775444031, 0.7666676640510559, 0.7651339173316956, 0.7712494730949402, 0.22184407711029053, 0.22212326526641846, 0.22010549902915955, 0.2207907736301422, 0.2225387692451477, 0.22193442285060883, 0.2190195471048355, 0.7399684190750122, 0.789442241191864, 0.7528339624404907, 0.7593437433242798, 0.7451059222221375, 0.7816377878189087, 0.7531155943870544, 0.7503718733787537, 0.7359796762466431, 0.7816193699836731, 0.7573961615562439, 0.7602800726890564, 0.7773662805557251, 0.22473430633544922, 0.7898600697517395, 0.7851132750511169, 0.7849692106246948, 0.2197073996067047, 0.21637894213199615, 0.784393310546875, 0.7782171964645386]"
61,"[61, 62]","[0.25567540526390076, 0.3204549551010132]","[130, 131]","[0.7879446148872375, 0.7460509538650513]"
62,"[61, 62]","[0.3006695806980133, 0.32801005244255066]","[130, 131]","[0.7521876692771912, 0.7855933904647827]"
63,"[14, 28, 63, 123, 141, 154, 157, 160, 166, 168, 194, 400, 550, 703, 974, 1014, 1015, 1209, 1274, 1362, 1437, 1502, 1510, 1511, 1570, 1571, 1573, 1576, 1660, 1671, 1783, 1821, 1822, 1901, 1902, 1991, 1995, 2044, 2067, 2316, 2476, 2580, 2610, 2686, 2687, 2768, 3060, 3152, 3202, 3206, 3279, 3514]","[0.28149232268333435, 0.2572091817855835, 0.7371547222137451, 0.2901960611343384, 0.2708076536655426, 0.26895421743392944, 0.2867705225944519, 0.24603620171546936, 0.5089304447174072, 0.3507921099662781, 0.2864810824394226, 0.2785993814468384, 0.25828585028648376, 0.3405901789665222, 0.2556760311126709, 0.2858569324016571, 0.7660596966743469, 0.2838841378688812, 0.26220259070396423, 0.27919644117355347, 0.2842874228954315, 0.31554147601127625, 0.2945244312286377, 0.2780032455921173, 0.7234212160110474, 0.7555128931999207, 0.7630415558815002, 0.7313212752342224, 0.24087215960025787, 0.25774577260017395, 0.28092288970947266, 0.2641979157924652, 0.30534711480140686, 0.2880478799343109, 0.22325436770915985, 0.26104292273521423, 0.26792964339256287, 0.2899721562862396, 0.24947497248649597, 0.28733500838279724, 0.2666201591491699, 0.28727400302886963, 0.291951060295105, 0.30164018273353577, 0.3065078854560852, 0.27476343512535095, 0.2865014672279358, 0.3085140287876129, 0.30134183168411255, 0.2740204930305481, 0.49376213550567627, 0.5134847164154053]","[26, 50, 132, 133, 134, 285, 337, 386, 405, 424, 452, 459, 525, 1011, 1304, 1542, 1923, 2048, 2064, 2399, 2486, 2646, 2887, 3105, 3122, 3124, 3262, 3264, 3269, 3276, 3351, 3371, 3580, 3689, 3695, 3862, 3867, 4095, 4100, 4237, 4287, 4965, 5340, 5498, 5547, 5658, 5669, 5786, 6124, 6246, 6332, 6344, 6424, 6609]","[0.23262283205986023, 0.23037031292915344, 0.759401798248291, 0.7740327715873718, 0.23069456219673157, 0.23094278573989868, 0.2244531512260437, 0.22588752210140228, 0.22894702851772308, 0.2283126264810562, 0.7750882506370544, 0.7710652947425842, 0.22688214480876923, 0.23017191886901855, 0.23056331276893616, 0.7849502563476562, 0.22654661536216736, 0.23182940483093262, 0.7165657877922058, 0.22735728323459625, 0.22889140248298645, 0.22585546970367432, 0.22764942049980164, 0.7551662921905518, 0.2331773191690445, 0.22188705205917358, 0.773608386516571, 0.7521481513977051, 0.7601504325866699, 0.7609009146690369, 0.2261761873960495, 0.2295389622449875, 0.23158656060695648, 0.22502437233924866, 0.22519344091415405, 0.22498126327991486, 0.22690345346927643, 0.2265872210264206, 0.22737905383110046, 0.22102868556976318, 0.22951750457286835, 0.2242862433195114, 0.2261120229959488, 0.781609058380127, 0.22178782522678375, 0.22618383169174194, 0.7754191160202026, 0.23308438062667847, 0.23015782237052917, 0.22241061925888062, 0.7668325901031494, 0.2201247215270996, 0.7605356574058533, 0.7844043970108032]"
64,"[2, 20, 64, 99, 123, 161, 164, 414, 467, 527, 621, 950, 1137, 1183, 1206, 1207, 1243, 1257, 1493, 1495, 1498, 1535, 1722, 1741, 1749, 1772, 1775, 1803, 1836, 1993, 2189, 2190, 2271, 2273, 2293, 2298, 2322, 2353, 2386, 2436, 2444, 2784, 2874, 2896, 3417, 3494, 3626, 3779, 3781, 3802, 3814]","[0.30259761214256287, 0.2823539078235626, 0.7569748759269714, 0.29602834582328796, 0.2844069004058838, 0.2580534517765045, 0.7320334315299988, 0.26607877016067505, 0.3020879924297333, 0.2992627024650574, 0.23028580844402313, 0.29771706461906433, 0.26649415493011475, 0.29215195775032043, 0.3042851388454437, 0.6750822067260742, 0.2729869782924652, 0.29856589436531067, 0.27002784609794617, 0.25568148493766785, 0.2719341516494751, 0.49721431732177734, 0.25688672065734863, 0.2822202742099762, 0.2802180349826813, 0.26293203234672546, 0.2852005660533905, 0.3057061433792114, 0.2624046802520752, 0.26094257831573486, 0.741523265838623, 0.7424478530883789, 0.30330052971839905, 0.7688173055648804, 0.2559086084365845, 0.24507828056812286, 0.7496605515480042, 0.7675550580024719, 0.2743957042694092, 0.27023300528526306, 0.27316951751708984, 0.2795158922672272, 0.3335866332054138, 0.29734525084495544, 0.33603835105895996, 0.4698289930820465, 0.28921470046043396, 0.29532983899116516, 0.319768488407135, 0.27585166692733765, 0.31527945399284363]","[2, 36, 37, 135, 136, 137, 138, 139, 140, 141, 142, 143, 144, 239, 290, 435, 446, 448, 1043, 1152, 1232, 1434, 1875, 2290, 2349, 2389, 2393, 2456, 2475, 3067, 3086, 3094, 3101, 3174, 3462, 3506, 3521, 3526, 3551, 3556, 3636, 3738, 4097, 4584, 4585, 4586, 4587, 4588, 4589, 4785, 4789, 4790, 4791, 4792, 4851, 4879, 4985, 4986, 5057, 5058, 5059, 5113, 5257, 5279, 5805, 5897, 5933, 6535, 6587, 6717, 6856, 6859, 6875, 6883]","[0.7702937126159668, 0.2346954345703125, 0.23697583377361298, 0.2338087260723114, 0.7777556777000427, 0.2284734696149826, 0.23942704498767853, 0.7800260186195374, 0.2373809814453125, 0.7396160364151001, 0.7636286616325378, 0.7752461433410645, 0.23325641453266144, 0.2298024594783783, 0.23869305849075317, 0.23664964735507965, 0.23415814340114594, 0.756685733795166, 0.23140931129455566, 0.2331734299659729, 0.7738354802131653, 0.2334214150905609, 0.7688707113265991, 0.2356315553188324, 0.23198989033699036, 0.7609899044036865, 0.7347843050956726, 0.232004776597023, 0.23255136609077454, 0.2272040992975235, 0.43515750765800476, 0.23253017663955688, 0.23502378165721893, 0.7053859233856201, 0.22440646588802338, 0.2296188920736313, 0.23858921229839325, 0.2281630039215088, 0.23444999754428864, 0.23559413850307465, 0.22575247287750244, 0.23837438225746155, 0.235220268368721, 0.7623981237411499, 0.2346101552248001, 0.23955433070659637, 0.7815746665000916, 0.7543618679046631, 0.7782052755355835, 0.2502603232860565, 0.7532976865768433, 0.786274254322052, 0.23318062722682953, 0.7602683901786804, 0.22795836627483368, 0.23429299890995026, 0.7503730654716492, 0.23480911552906036, 0.7357125878334045, 0.780001699924469, 0.7795888781547546, 0.2294246107339859, 0.24859730899333954, 0.23454084992408752, 0.29291394352912903, 0.23824261128902435, 0.2354135811328888, 0.7883104085922241, 0.7565329670906067, 0.7764378190040588, 0.22507332265377045, 0.24086783826351166, 0.2295805960893631, 0.7815442085266113]"
