Explained node,Nodes with nonzero weights,Node weights,Edges with nonzero weights,Edge weights
40,"[40, 48, 101, 193, 214, 547, 756, 792, 970, 1274, 1276, 1392, 1396, 1398, 1404, 1428, 1475, 1523, 1714, 1801, 1834, 1923, 1956, 1997, 2002, 2003, 2092, 2101, 2163, 2164, 2177, 2233, 2235, 2238, 2240, 2245, 2249, 2255, 2257, 2258, 2263, 2264, 2280, 2316, 2521, 2526, 2560, 2572, 2574, 2586, 2730, 2746, 2769, 2819, 2934, 2943, 3049, 3159, 3197, 3237, 3543, 4018]","[0.7353757619857788, 0.6754636764526367, 0.2767719030380249, 0.2583900988101959, 0.3067460358142853, 0.26902350783348083, 0.30386531352996826, 0.3039659857749939, 0.2843933403491974, 0.29918891191482544, 0.2866847813129425, 0.29278430342674255, 0.2636038362979889, 0.2996176481246948, 0.30449143052101135, 0.2616561949253082, 0.2945862114429474, 0.30294039845466614, 0.28077688813209534, 0.25770875811576843, 0.2920955717563629, 0.26952823996543884, 0.7382226586341858, 0.2924032509326935, 0.29632219672203064, 0.2751581072807312, 0.2686576247215271, 0.29273635149002075, 0.2904852032661438, 0.3075284957885742, 0.28603607416152954, 0.27319157123565674, 0.2838991582393646, 0.2640153169631958, 0.31476444005966187, 0.3247250020503998, 0.27391695976257324, 0.3735271990299225, 0.2785884737968445, 0.264497846364975, 0.7597238421440125, 0.39164748787879944, 0.27807748317718506, 0.30957165360450745, 0.26344650983810425, 0.27396735548973083, 0.3047516345977783, 0.3229696750640869, 0.26241403818130493, 0.28161826729774475, 0.29298102855682373, 0.7338324785232544, 0.273345023393631, 0.7186873555183411, 0.28732922673225403, 0.3498227894306183, 0.2769898772239685, 0.30237820744514465, 0.7068391442298889, 0.3218782842159271, 0.25246942043304443, 0.28458598256111145]","[67, 68, 69, 70, 71, 100, 244, 513, 581, 1273, 1621, 1623, 1681, 1911, 1916, 1917, 2487, 2490, 2750, 2767, 2779, 2814, 2866, 2873, 2994, 3137, 3144, 3441, 3621, 3734, 3919, 3997, 4104, 4116, 4134, 4350, 4393, 4399, 4400, 4508, 4510, 4520, 4521, 4547, 4548, 4656, 4660, 4689, 4701, 4716, 4727, 4742, 4752, 4758, 4760, 4767, 4774, 4815, 4968, 5414, 5423, 5470, 5485, 5488, 5508, 5730, 5761, 5790, 5854, 5856, 5984, 6002, 6109, 6272, 6326, 6327, 6388, 6636, 7044]","[0.7519591450691223, 0.23982569575309753, 0.23433735966682434, 0.7769669890403748, 0.7663622498512268, 0.7609609961509705, 0.7737661600112915, 0.23099863529205322, 0.23385322093963623, 0.23810146749019623, 0.7838972210884094, 0.22925196588039398, 0.23555748164653778, 0.23123224079608917, 0.2357679307460785, 0.7101884484291077, 0.24039587378501892, 0.2218884378671646, 0.2266460657119751, 0.23482246696949005, 0.2360123097896576, 0.23490339517593384, 0.22374112904071808, 0.23862774670124054, 0.23551923036575317, 0.7358288168907166, 0.23339903354644775, 0.23531080782413483, 0.23008638620376587, 0.2526628077030182, 0.23619629442691803, 0.7665320038795471, 0.22896331548690796, 0.2535320818424225, 0.23715336620807648, 0.2419128268957138, 0.23868443071842194, 0.7226830720901489, 0.23301103711128235, 0.22839657962322235, 0.23863032460212708, 0.7730263471603394, 0.23315100371837616, 0.23533089458942413, 0.23007868230342865, 0.23629769682884216, 0.23398323357105255, 0.23265069723129272, 0.7717527151107788, 0.7614810466766357, 0.2590261399745941, 0.7610235810279846, 0.22978775203227997, 0.7708532214164734, 0.23049882054328918, 0.7531442642211914, 0.7572900652885437, 0.7365025877952576, 0.23474358022212982, 0.22844484448432922, 0.22598011791706085, 0.23561082780361176, 0.7645263671875, 0.23754526674747467, 0.23641636967658997, 0.7713783383369446, 0.764639139175415, 0.23318801820278168, 0.7692084312438965, 0.29567864537239075, 0.22733768820762634, 0.7630091905593872, 0.24836531281471252, 0.7699316143989563, 0.24147389829158783, 0.7360313534736633, 0.7825894355773926, 0.2536783218383789, 0.22434918582439423]"
41,[41],[0.46973487734794617],[],[]
42,"[24, 42, 96, 123, 141, 161, 163, 248, 515, 550, 647, 677, 691, 838, 876, 895, 974, 1013, 1015, 1062, 1063, 1070, 1078, 1116, 1175, 1242, 1437, 1493, 1509, 1800, 1806, 1825, 1833, 1843, 1872, 1877, 1888, 1935, 1981, 2013, 2115, 2118, 2179, 2180, 2235, 2321, 2375, 2452, 2480, 2556, 2647, 2764, 2890, 2891, 3060, 3083, 3095, 3111, 3115, 3131, 3153, 3206, 3335, 3593]","[0.26248419284820557, 0.29285797476768494, 0.7605067491531372, 0.2464003711938858, 0.2712612748146057, 0.2558107376098633, 0.2802417576313019, 0.28017744421958923, 0.26556968688964844, 0.2566567063331604, 0.46724799275398254, 0.281744122505188, 0.27302229404449463, 0.4418819844722748, 0.2712744474411011, 0.3094397485256195, 0.25799039006233215, 0.2600008249282837, 0.28675127029418945, 0.7290745377540588, 0.733529806137085, 0.2579137682914734, 0.3213864862918854, 0.22901242971420288, 0.24872910976409912, 0.25856509804725647, 0.2601442337036133, 0.2725900709629059, 0.2755461037158966, 0.25531917810440063, 0.2717009484767914, 0.27172091603279114, 0.2661100924015045, 0.3150624632835388, 0.3023351728916168, 0.2659659683704376, 0.29530981183052063, 0.2914092540740967, 0.369661420583725, 0.32430359721183777, 0.2881051301956177, 0.25314900279045105, 0.30243635177612305, 0.3189343810081482, 0.24937951564788818, 0.2887449264526367, 0.2647493779659271, 0.2791765332221985, 0.27095213532447815, 0.24307793378829956, 0.2617379426956177, 0.2568854093551636, 0.24802809953689575, 0.28808626532554626, 0.25699394941329956, 0.2619752883911133, 0.2947354018688202, 0.2610064446926117, 0.25561031699180603, 0.30443570017814636, 0.27407577633857727, 0.28418824076652527, 0.3183625042438507, 0.2662457227706909]","[43, 44, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 234, 295, 331, 440, 442, 443, 444, 662, 1213, 1300, 1305, 1462, 1464, 1465, 1499, 1521, 1745, 1801, 1829, 1831, 1833, 1834, 1933, 2028, 2083, 2171, 2172, 2173, 2174, 2176, 2177, 2179, 2199, 2207, 2243, 2328, 2449, 2892, 3073, 3118, 3607, 3643, 3707, 3730, 3756, 3813, 3823, 3848, 3849, 3964, 4062, 4162, 4425, 4432, 4568, 4571, 4661, 4984, 5098, 5101, 5293, 5344, 5345, 5455, 5596, 5779, 5923, 5925, 6121, 6150, 6171, 6187, 6189, 6213, 6261, 6342, 6486, 6487, 6683, 6684]","[0.7807701230049133, 0.2683548331260681, 0.24779054522514343, 0.24325652420520782, 0.24534885585308075, 0.24292048811912537, 0.2430221438407898, 0.24849097430706024, 0.2395109385251999, 0.24291013181209564, 0.23900443315505981, 0.24399887025356293, 0.24560599029064178, 0.24055668711662292, 0.2399621456861496, 0.2430754005908966, 0.7438768148422241, 0.23927941918373108, 0.24261696636676788, 0.7414379119873047, 0.7142335772514343, 0.2369234412908554, 0.23526206612586975, 0.23239442706108093, 0.7346154451370239, 0.2430088222026825, 0.2497929334640503, 0.7643889784812927, 0.24546748399734497, 0.24044889211654663, 0.24361863732337952, 0.23296692967414856, 0.7505881190299988, 0.23324276506900787, 0.7293969988822937, 0.23937265574932098, 0.24165016412734985, 0.2400011420249939, 0.2356349527835846, 0.24226215481758118, 0.24073153734207153, 0.7334304451942444, 0.7696686387062073, 0.24432654678821564, 0.23771624267101288, 0.7326111197471619, 0.7668433785438538, 0.24010686576366425, 0.24577268958091736, 0.7611640095710754, 0.23227013647556305, 0.24059946835041046, 0.24115853011608124, 0.2375168353319168, 0.2432745397090912, 0.24033044278621674, 0.24215157330036163, 0.2384815663099289, 0.24404211342334747, 0.24598820507526398, 0.24475950002670288, 0.24015894532203674, 0.22930032014846802, 0.7380514740943909, 0.2579045593738556, 0.2422606647014618, 0.7589437365531921, 0.23817937076091766, 0.24483981728553772, 0.2627779543399811, 0.24005179107189178, 0.2472412884235382, 0.24758374691009521, 0.23983019590377808, 0.7272781729698181, 0.24125316739082336, 0.2401784509420395, 0.24805602431297302, 0.2520340085029602, 0.7167720198631287, 0.24264004826545715, 0.2400520145893097, 0.2415056824684143, 0.24314692616462708, 0.2420596480369568, 0.2613082528114319, 0.24038070440292358, 0.24054434895515442, 0.2407921701669693, 0.2433350533246994, 0.23851844668388367, 0.24756337702274323, 0.25432756543159485, 0.7522093653678894, 0.7323058843612671, 0.2436021864414215]"
43,"[43, 493, 1012, 1056, 1057]","[0.3727259039878845, 0.27082252502441406, 0.28765326738357544, 0.6797267198562622, 0.6915379762649536]","[86, 87, 88, 1191, 2018, 2165, 2166, 2167, 2168]","[0.7755849957466125, 0.7733411192893982, 0.7669398188591003, 0.21090085804462433, 0.7222162485122681, 0.7549057006835938, 0.7238585948944092, 0.7481949925422668, 0.7277937531471252]"
44,[44],[0.5438681244850159],[],[]
45,"[45, 1369, 1835, 2129, 2300, 2535]","[0.5078949332237244, 0.281680166721344, 0.7307213544845581, 0.2758217751979828, 0.27379488945007324, 0.6863330006599426]","[89, 90, 91, 2712, 2714, 3735, 3736, 4446, 4917, 5434]","[0.7802608609199524, 0.773888111114502, 0.771416425704956, 0.7300085425376892, 0.781013011932373, 0.7692921757698059, 0.7279273867607117, 0.7793232798576355, 0.21591098606586456, 0.7369963526725769]"
46,"[46, 3359]","[0.6883171796798706, 0.5988890528678894]","[92, 6507]","[0.7682108283042908, 0.7383474111557007]"
47,"[47, 165, 542, 545, 546, 1654, 1878, 2025, 2249, 2407, 2732, 2956, 2963, 3234]","[0.7318845987319946, 0.32099616527557373, 0.7452361583709717, 0.2908785939216614, 0.2813669741153717, 0.7486823201179504, 0.35909461975097656, 0.2598995566368103, 0.2761647701263428, 0.277939110994339, 0.273866206407547, 0.2953599989414215, 0.31348854303359985, 0.30086585879325867]","[93, 94, 95, 96, 97, 98, 99, 450, 1265, 1267, 1268, 1269, 1270, 3345, 3825, 3826, 4203, 4730, 5149, 5150, 5741, 6025, 6036, 6378]","[0.7591274976730347, 0.7670107483863831, 0.7715708613395691, 0.7829074859619141, 0.2179863154888153, 0.781080424785614, 0.7835081219673157, 0.7278398871421814, 0.7273883819580078, 0.7425113320350647, 0.7902770638465881, 0.7391046285629272, 0.7943487763404846, 0.7233034372329712, 0.7262482047080994, 0.7843748331069946, 0.22312285006046295, 0.2264525294303894, 0.25758540630340576, 0.22930379211902618, 0.22003552317619324, 0.251168817281723, 0.7386528849601746, 0.23501761257648468]"
48,"[40, 48, 101, 193, 970, 1274, 1398, 1428, 1523, 1834, 1956, 2002, 2101, 2233, 2235, 2240, 2245, 2257, 2258, 2263, 2526, 2572, 2730, 2746, 2943, 3049, 3158, 3159, 3237, 4018]","[0.2811320722103119, 0.721502959728241, 0.3130071461200714, 0.24148684740066528, 0.27198272943496704, 0.26274925470352173, 0.2536635398864746, 0.2908379137516022, 0.47221559286117554, 0.2484179139137268, 0.4603424072265625, 0.27015605568885803, 0.2825067341327667, 0.2801251709461212, 0.25677457451820374, 0.3078405559062958, 0.28403937816619873, 0.27118217945098877, 0.720070481300354, 0.6231236457824707, 0.26948779821395874, 0.28163135051727295, 0.29402029514312744, 0.7337169647216797, 0.2708544433116913, 0.2717535197734833, 0.38608068227767944, 0.7519265413284302, 0.31115537881851196, 0.30359169840812683]","[67, 100, 101, 102, 103, 244, 513, 1916, 2488, 2779, 2873, 3134, 3135, 3146, 3147, 3734, 3997, 4116, 4405, 4656, 4660, 4701, 4716, 4755, 4759, 4760, 4761, 4767, 5423, 5485, 5730, 5760, 5761, 6002, 6109, 6267, 6271, 6272, 6273, 6388, 7044]","[0.7852441668510437, 0.7609646320343018, 0.762193500995636, 0.779140055179596, 0.7618443369865417, 0.7660126090049744, 0.2230040729045868, 0.22534900903701782, 0.23246656358242035, 0.2165319323539734, 0.22525697946548462, 0.7233790159225464, 0.7777881026268005, 0.21784725785255432, 0.2301214039325714, 0.7803951501846313, 0.7559508085250854, 0.7824835777282715, 0.2228497862815857, 0.7852429747581482, 0.22799387574195862, 0.7703831791877747, 0.7596897482872009, 0.22176377475261688, 0.7335928678512573, 0.7865939140319824, 0.7759259939193726, 0.7619091868400574, 0.7822306156158447, 0.7595371007919312, 0.7702719569206238, 0.7224709987640381, 0.7622473239898682, 0.7635997533798218, 0.23558409512043, 0.7462689876556396, 0.7319948673248291, 0.7792652249336243, 0.7663788795471191, 0.7855984568595886, 0.786069929599762]"
49,"[49, 55, 1389, 1491, 2214, 2681, 2837, 3654, 4012]","[0.7103270888328552, 0.5777860283851624, 0.5383656620979309, 0.7024744153022766, 0.27892085909843445, 0.3274342715740204, 0.25577685236930847, 0.3375664949417114, 0.28640836477279663]","[104, 105, 116, 119, 2744, 3064, 3065, 4617, 5653, 5873, 6739, 7036]","[0.755464494228363, 0.7693898677825928, 0.7231593728065491, 0.7837486863136292, 0.7376505732536316, 0.7333462834358215, 0.7733709812164307, 0.7647811770439148, 0.7505236864089966, 0.7725206613540649, 0.749203085899353, 0.762507975101471]"
50,"[50, 204, 1471]","[0.2772011160850525, 0.28373289108276367, 0.7066032290458679]","[106, 107, 564, 565, 2987, 2988]","[0.7865683436393738, 0.786803662776947, 0.7371483445167542, 0.2186087667942047, 0.719001829624176, 0.7548357248306274]"
51,[51],[0.6871442794799805],[],[]
52,"[52, 269, 310, 337, 342, 396, 441, 442, 700, 832, 930, 938, 1324, 2114, 3383, 3384, 3391, 3427]","[0.3104480504989624, 0.28017953038215637, 0.2808915674686432, 0.2884536683559418, 0.24662767350673676, 0.25478535890579224, 0.2794266939163208, 0.27090778946876526, 0.29485252499580383, 0.26915016770362854, 0.705742597579956, 0.3483441472053528, 0.7475592494010925, 0.3120945990085602, 0.2711944580078125, 0.7319702506065369, 0.731775164604187, 0.29834216833114624]","[108, 109, 110, 111, 112, 113, 705, 770, 771, 863, 871, 997, 1119, 1120, 1121, 1538, 1733, 1862, 1868, 2549, 2550, 2553, 4422, 6516, 6517, 6518, 6519, 6522, 6524, 6539]","[0.2185489535331726, 0.779735803604126, 0.22672830522060394, 0.22203917801380157, 0.2198876440525055, 0.7821557521820068, 0.7875887155532837, 0.7743882536888123, 0.7739818692207336, 0.7702502012252808, 0.21716006100177765, 0.22496595978736877, 0.7254624962806702, 0.7823271155357361, 0.21763572096824646, 0.7200637459754944, 0.7885012626647949, 0.7358970046043396, 0.7397426962852478, 0.7240192294120789, 0.7694910764694214, 0.7696020603179932, 0.7745980620384216, 0.7356956601142883, 0.7675833106040955, 0.7270750999450684, 0.7492930293083191, 0.7657635807991028, 0.7424394488334656, 0.7535719871520996]"
53,"[53, 602, 959, 1242, 1983, 2078, 2139, 2971, 2998, 3020, 3030, 3918]","[0.2778482437133789, 0.2674911320209503, 0.28946736454963684, 0.24492128193378448, 0.278633713722229, 0.27416664361953735, 0.29219532012939453, 0.7359751462936401, 0.2556242048740387, 0.27738985419273376, 0.29831039905548096, 0.34925559163093567]","[114, 115, 1400, 1890, 2448, 4072, 4326, 4459, 6050, 6074, 6093, 6097, 6980]","[0.2213105410337448, 0.2245887666940689, 0.2876567542552948, 0.219285249710083, 0.23579341173171997, 0.21794158220291138, 0.7717161178588867, 0.769138753414154, 0.733836829662323, 0.22398561239242554, 0.7840819954872131, 0.2414930760860443, 0.7600993514060974]"
54,[54],[0.690115749835968],[],[]
55,"[49, 55, 1389, 1491, 2214, 2681, 2837, 3654, 4012]","[0.7238550186157227, 0.7286911606788635, 0.705308735370636, 0.28030601143836975, 0.3197370767593384, 0.2851884663105011, 0.2682357132434845, 0.4707862138748169, 0.28030070662498474]","[104, 105, 116, 117, 118, 119, 120, 121, 2744, 3064, 3065, 4617, 5653, 5873, 6739, 7036]","[0.7163523435592651, 0.7742029428482056, 0.7585393190383911, 0.7750354409217834, 0.7740558385848999, 0.2247813194990158, 0.7728253602981567, 0.7544443607330322, 0.7145881056785583, 0.7595313787460327, 0.719780445098877, 0.7132643461227417, 0.766632080078125, 0.7811781167984009, 0.7167024612426758, 0.7137665152549744]"
56,"[56, 755, 830, 1098, 1577, 1734, 1900, 2992, 3415]","[0.6996291279792786, 0.2803555130958557, 0.24765384197235107, 0.29647183418273926, 0.24818430840969086, 0.27479106187820435, 0.27987968921661377, 0.2514595091342926, 0.24883104860782623]","[122, 1618, 1719, 2224, 3278, 3483, 3859, 6067, 6532]","[0.7828060388565063, 0.21680058538913727, 0.7578766345977783, 0.7938832640647888, 0.21607808768749237, 0.21627919375896454, 0.21505290269851685, 0.2166014164686203, 0.78959721326828]"
57,"[57, 2643, 2974, 3080, 3479]","[0.7102146744728088, 0.25021207332611084, 0.7079977989196777, 0.7091331481933594, 0.314876914024353]","[123, 124, 125, 5590, 6055, 6056, 6057, 6146, 6147, 6569, 6570]","[0.7493517398834229, 0.755638837814331, 0.7574289441108704, 0.7706077694892883, 0.7293434143066406, 0.7585844993591309, 0.7637118697166443, 0.7290734052658081, 0.753117561340332, 0.753240168094635, 0.7753129005432129]"
58,[58],[0.3225474953651428],[],[]
59,[59],[0.33269503712654114],[],[]
60,"[60, 449, 527, 543, 771, 882, 905, 1207, 1736, 1803, 1905, 1909, 2202, 2208, 2217, 2219, 2220, 2298, 2889, 3291, 3617, 3664]","[0.6884297728538513, 0.26996496319770813, 0.4564666450023651, 0.3174889385700226, 0.3050616681575775, 0.27593347430229187, 0.28062981367111206, 0.2523238956928253, 0.2866050899028778, 0.2900434136390686, 0.7061681151390076, 0.723421037197113, 0.7272341251373291, 0.2585710287094116, 0.25521424412727356, 0.25962913036346436, 0.26752445101737976, 0.27383267879486084, 0.33369728922843933, 0.25981107354164124, 0.2944962680339813, 0.26171573996543884]","[126, 127, 128, 129, 1126, 1233, 1234, 1235, 1236, 1266, 1654, 1815, 1847, 2391, 3490, 3634, 3869, 3870, 3871, 3872, 3878, 3879, 3880, 3881, 4601, 4602, 4603, 4604, 4606, 4621, 4627, 4634, 4869, 5922, 6439, 6707, 6747]","[0.7868739366531372, 0.7428067326545715, 0.7471569776535034, 0.7457615733146667, 0.22306673228740692, 0.7319586873054504, 0.7807731628417969, 0.7709535360336304, 0.781699001789093, 0.7706342339515686, 0.2246570736169815, 0.2207629531621933, 0.22975710034370422, 0.2202511727809906, 0.2198716402053833, 0.2264488935470581, 0.7359539866447449, 0.78343665599823, 0.7466891407966614, 0.7455121874809265, 0.7450380921363831, 0.7697623372077942, 0.7464290857315063, 0.7586001753807068, 0.7374850511550903, 0.782072901725769, 0.7467531561851501, 0.75301194190979, 0.7897560000419617, 0.22457391023635864, 0.7874605655670166, 0.7626367807388306, 0.22173845767974854, 0.7836370468139648, 0.23582719266414642, 0.7813596129417419, 0.78666090965271]"
61,"[61, 62]","[0.3121277689933777, 0.32337504625320435]","[130, 131]","[0.7827116250991821, 0.7446107864379883]"
62,"[61, 62]","[0.30431145429611206, 0.3244064450263977]","[130, 131]","[0.7438158392906189, 0.7828058004379272]"
63,"[14, 28, 63, 123, 141, 154, 157, 160, 166, 168, 194, 400, 550, 703, 974, 1014, 1015, 1209, 1274, 1362, 1437, 1502, 1510, 1511, 1570, 1571, 1573, 1576, 1660, 1671, 1783, 1821, 1822, 1901, 1902, 1991, 1995, 2044, 2067, 2316, 2476, 2580, 2610, 2686, 2687, 2768, 3060, 3152, 3202, 3206, 3279, 3514]","[0.2965332865715027, 0.3019963800907135, 0.7473646402359009, 0.2908470332622528, 0.2815174460411072, 0.29032567143440247, 0.314289391040802, 0.27051934599876404, 0.32205989956855774, 0.2986162304878235, 0.306468665599823, 0.2947194576263428, 0.2792307138442993, 0.2742234468460083, 0.27103495597839355, 0.31569257378578186, 0.31641361117362976, 0.25687819719314575, 0.2926216721534729, 0.2932381331920624, 0.2803272008895874, 0.333551287651062, 0.2746381461620331, 0.29190975427627563, 0.5538023710250854, 0.6661603450775146, 0.7445331811904907, 0.7678009867668152, 0.29389098286628723, 0.28215622901916504, 0.27778109908103943, 0.26184698939323425, 0.27731406688690186, 0.28738003969192505, 0.2743276059627533, 0.23570899665355682, 0.27994710206985474, 0.2580838203430176, 0.2650482952594757, 0.2680847644805908, 0.3437499403953552, 0.256643682718277, 0.25430426001548767, 0.28555628657341003, 0.27394741773605347, 0.26528653502464294, 0.2904171347618103, 0.2740294635295868, 0.314064621925354, 0.2768516540527344, 0.7144266366958618, 0.28962233662605286]","[26, 50, 132, 133, 134, 285, 337, 386, 405, 424, 452, 459, 525, 1011, 1304, 1542, 1923, 2048, 2064, 2399, 2486, 2646, 2887, 3105, 3122, 3124, 3262, 3264, 3269, 3276, 3351, 3371, 3580, 3689, 3695, 3862, 3867, 4095, 4100, 4237, 4287, 4965, 5340, 5498, 5547, 5658, 5669, 5786, 6124, 6246, 6332, 6344, 6424, 6609]","[0.22981928288936615, 0.2342711240053177, 0.7476916313171387, 0.7503767013549805, 0.2250695824623108, 0.2289011925458908, 0.22734706103801727, 0.23100228607654572, 0.23351913690567017, 0.23102647066116333, 0.7716867923736572, 0.7683483958244324, 0.7861037850379944, 0.23351983726024628, 0.23398207128047943, 0.22765733301639557, 0.22485420107841492, 0.2243608683347702, 0.7033647894859314, 0.2266048789024353, 0.2323514074087143, 0.2307344675064087, 0.22942861914634705, 0.7683249711990356, 0.23224006593227386, 0.2251976728439331, 0.3060312867164612, 0.6449494361877441, 0.7480368614196777, 0.740156352519989, 0.7828776836395264, 0.22748401761054993, 0.23146197199821472, 0.22742028534412384, 0.22279779613018036, 0.22366973757743835, 0.22519975900650024, 0.2345147579908371, 0.23071405291557312, 0.22435657680034637, 0.23064103722572327, 0.2304597645998001, 0.780146062374115, 0.23219111561775208, 0.22715118527412415, 0.22913147509098053, 0.22943033277988434, 0.2313893437385559, 0.22738048434257507, 0.7715673446655273, 0.7740378379821777, 0.22839473187923431, 0.7338732481002808, 0.7727522850036621]"
64,"[2, 20, 64, 99, 123, 161, 164, 414, 467, 527, 621, 950, 1137, 1183, 1206, 1207, 1243, 1257, 1493, 1495, 1498, 1535, 1722, 1741, 1749, 1772, 1775, 1803, 1836, 1993, 2189, 2190, 2271, 2273, 2293, 2298, 2322, 2353, 2386, 2436, 2444, 2784, 2874, 2896, 3417, 3494, 3626, 3779, 3781, 3802, 3814]","[0.584839403629303, 0.2863728702068329, 0.7408531308174133, 0.23968344926834106, 0.2757287323474884, 0.25839847326278687, 0.26286691427230835, 0.29050832986831665, 0.2670954763889313, 0.28610900044441223, 0.27365219593048096, 0.6684457063674927, 0.26067665219306946, 0.2802983224391937, 0.7581233978271484, 0.3333654999732971, 0.2541040778160095, 0.26367104053497314, 0.30078399181365967, 0.29118117690086365, 0.2690660059452057, 0.27905866503715515, 0.26553580164909363, 0.27541399002075195, 0.2872122526168823, 0.26942113041877747, 0.278051495552063, 0.250081330537796, 0.2741391658782959, 0.280784010887146, 0.7400056719779968, 0.7478465437889099, 0.2763548791408539, 0.698975145816803, 0.28208333253860474, 0.2509068548679352, 0.2645418345928192, 0.7455893158912659, 0.2887057960033417, 0.26661086082458496, 0.2689688503742218, 0.28527653217315674, 0.28921377658843994, 0.29180294275283813, 0.330020010471344, 0.7390725612640381, 0.3589613139629364, 0.2847731411457062, 0.26609721779823303, 0.2801585793495178, 0.30804112553596497]","[2, 36, 37, 135, 136, 137, 138, 139, 140, 141, 142, 143, 144, 239, 290, 435, 446, 448, 1043, 1152, 1232, 1434, 1875, 2290, 2349, 2389, 2393, 2456, 2475, 3067, 3086, 3094, 3101, 3174, 3462, 3506, 3521, 3526, 3551, 3556, 3636, 3738, 4097, 4584, 4585, 4586, 4587, 4588, 4589, 4785, 4789, 4790, 4791, 4792, 4851, 4879, 4985, 4986, 5057, 5058, 5059, 5113, 5257, 5279, 5805, 5897, 5933, 6535, 6587, 6717, 6856, 6859, 6875, 6883]","[0.7511817216873169, 0.23288363218307495, 0.23314496874809265, 0.739908754825592, 0.7523300647735596, 0.7566370964050293, 0.23046542704105377, 0.23018717765808105, 0.23347997665405273, 0.7782639265060425, 0.23507855832576752, 0.23201817274093628, 0.237230584025383, 0.23214931786060333, 0.23268121480941772, 0.2350640594959259, 0.2262732982635498, 0.24272817373275757, 0.2305021435022354, 0.23260439932346344, 0.23051853477954865, 0.22885224223136902, 0.7566617131233215, 0.23510736227035522, 0.7720894813537598, 0.7548496127128601, 0.760285496711731, 0.23303961753845215, 0.2331116944551468, 0.22666698694229126, 0.670265793800354, 0.22995485365390778, 0.2396661341190338, 0.7162335515022278, 0.23163700103759766, 0.23189733922481537, 0.22973847389221191, 0.235648050904274, 0.2385365515947342, 0.23629841208457947, 0.2284693568944931, 0.23688019812107086, 0.23826004564762115, 0.7701618075370789, 0.7652817368507385, 0.22969210147857666, 0.7709094285964966, 0.763961911201477, 0.7522057294845581, 0.7766032218933105, 0.7766810655593872, 0.7566925883293152, 0.778194785118103, 0.7540130019187927, 0.22629272937774658, 0.23200172185897827, 0.2976992428302765, 0.22536826133728027, 0.7387977838516235, 0.7599443793296814, 0.755090057849884, 0.7583791017532349, 0.22946883738040924, 0.23275305330753326, 0.2818610966205597, 0.23114871978759766, 0.2362820953130722, 0.7649911046028137, 0.7581092715263367, 0.7595816850662231, 0.23009763658046722, 0.2348894327878952, 0.23094220459461212, 0.7640252113342285]"
